Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
8.785822,-0.400000,2.000000,4.392911,15.814480
4.212355,-0.800000,1.000000,4.212355,15.164477
3.440042,-0.200000,1.000000,3.440042,12.384153
5.763536,-1.000000,3.000000,1.921179,6.916243
0.316699,-0.200000,1.000000,0.316699,1.140116
0.076231,0.000000,2.000000,0.038116,0.137216
10.422161,-1.200000,18.000000,0.579009,2.084432
2.809930,-0.400000,1.000000,2.809930,10.115748
3.703277,-0.600000,1.000000,3.703277,13.331799
4.291793,-0.400000,1.000000,4.291793,15.450453
8.401754,-1.400000,2.000000,4.200877,15.123158
3.446662,-0.600000,1.000000,3.446662,12.407985
3.257296,-0.400000,1.000000,3.257296,11.726264
3.974773,-0.800000,1.000000,3.974773,14.309181
3.813350,-0.400000,1.000000,3.813350,13.728060
4.154839,-1.400000,1.000000,4.154839,14.957422
4.333633,-1.200000,1.000000,4.333633,15.601080
4.360527,-0.400000,1.000000,4.360527,15.697896
5.602533,-1.200000,1.000000,5.602533,20.169119
6.799965,-0.800000,1.000000,6.799965,24.479876
8.620989,-2.200000,1.000000,8.620989,31.035559
7.580786,-0.800000,1.000000,7.580786,27.290830
11.095653,-3.200000,1.000000,11.095653,39.944350
8.766574,-1.000000,1.000000,8.766574,31.559668
19.075482,-1.800000,2.000000,9.537741,34.335867
10.038895,-1.600000,1.000000,10.038895,36.140024
8.231584,-1.400000,1.000000,8.231584,29.633703
10.529969,-1.000000,1.000000,10.529969,37.907889
13.600651,-1.000000,1.000000,13.600651,48.962345
9.167602,-1.000000,1.000000,9.167602,33.003369
10.980437,-1.200000,1.000000,10.980437,39.529572
12.505741,-2.400000,1.000000,12.505741,45.020669
11.696140,-4.400000,1.000000,11.696140,42.106106
11.494867,-2.400000,1.000000,11.494867,41.381522
12.129963,-1.200000,1.000000,12.129963,43.667868
13.496624,-1.800000,1.000000,13.496624,48.587848
13.709206,-3.000000,1.000000,13.709206,49.353142
10.737902,-2.600000,1.000000,10.737902,38.656449
13.615852,-3.400000,1.000000,13.615852,49.017067
12.433123,-1.200000,1.000000,12.433123,44.759241
24.817439,-1.400000,2.000000,12.408719,44.671390
18.032911,-0.600000,2.000000,9.016456,32.459240
7.060710,-0.200000,1.000000,7.060710,25.418557
5.085368,0.200000,1.000000,5.085368,18.307324
4.791178,0.200000,1.000000,4.791178,17.248241
4.533059,-0.200000,1.000000,4.533059,16.319011
3.372480,0.000000,1.000000,3.372480,12.140927
8.458889,-0.200000,4.000000,2.114722,7.613000
4.220562,-0.400000,2.000000,2.110281,7.597012
16.053638,-0.600000,5.000000,3.210728,11.558619
8.759716,-0.400000,4.000000,2.189929,7.883745
2.514025,-0.600000,2.000000,1.257012,4.525244
6.276092,0.400000,8.000000,0.784511,2.824241
4.407181,-0.600000,9.000000,0.489687,1.762872
5.252206,-0.200000,9.000000,0.583578,2.100883
0.633411,0.000000,5.000000,0.126682,0.456056
49.244680,-1.200000,88.000000,0.559599,2.014555
9.261158,1.200000,2.000000,4.630579,16.670084
2201.314971,598.800000,608.000000,3.620584,13.034102
3.015732,-0.800000,1.000000,3.015732,10.856635
6.607434,-1.400000,1.000000,6.607434,23.786762
